"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "BB515-A", "APC-A", "Time", "Event #"
36489.8,19777.5,132072,81861.2,47197.2,119788,130.364,567.495,0.777541,223
40819.7,23329.2,124019,79927.6,59695.8,107971,104.143,442.223,0.794197,226
22841.5,13683.6,114627,53965.1,37979.3,106401,228.417,376.983,0.795736,227
26264.5,15913,113759,49011.8,37105,103245,105.247,263.122,0.795767,228
29014,15777,115242,39136.7,31304.3,93881.1,67.0313,302.811,0.796951,229
41586.8,22434,122669,59106.4,43819.5,104047,78.0274,250.926,0.79709,230
44984.8,27332.2,123815,64221.5,47005.7,105370,153.118,489.063,0.808295,233
45828.4,25482.7,128716,90995.3,63247.7,111729,151.446,443.405,0.812506,234
51232.5,28409.3,126647,58681.2,45377.8,103477,122.546,403.347,0.814076,235
35993.7,21310.4,120649,64112.9,51960.8,103401,80.481,380.058,0.816873,236
71915.6,39118.2,125783,78214.1,57396.1,107649,125.269,419.805,0.817626,238
36852.5,19317,126947,57901.3,45821.6,104062,170.091,490.03,0.820879,239
20849.5,14768.7,117965,70254.7,50366.4,110145,114.368,403.969,0.824967,241
22318.5,11044,120004,53149.2,35228.3,111237,114.368,306.624,0.828272,243
21468.7,12163.3,109222,46799.6,32471.9,102544,97.4508,395.822,0.83018,244
43036.4,25450.2,123920,50705.3,36237.4,103370,122.488,286.411,0.830649,245
37009.8,20938,126721,55409.8,39118.3,107258,92.0332,241.759,0.836787,246
49755.6,25836.6,129013,68480.1,47641,109443,270.398,353.246,0.837334,247
26116,13952.8,118189,42988.7,31167.3,100819,66.7971,342.54,0.841232,248
36182.2,18799.9,121760,66887,48837.9,109834,104.724,442.891,0.842711,249
53998.9,26370.7,138838,96570.9,67244.7,120776,206.385,583,0.843211,250
35060.4,18853,122356,51854.1,34364.2,108494,97.4508,280.719,0.84526,251
71821.7,38577.1,136650,83575.9,57314.1,115039,216.985,789.273,0.850045,252
23246.9,13108.1,111428,34805.5,27868.9,94035.2,78.9038,190.462,0.857207,254
45418.8,27482,120852,49856.7,38927.1,97949.4,72.5906,1187.14,0.860929,255
39455.6,21320.5,121394,48029.1,35802.3,100195,90.9257,369.049,0.861397,256
62859.7,32797.1,129733,77562.2,56913.1,108098,197.363,523.919,0.861816,257
50408.7,26012.7,130885,72741.3,54391.5,108412,106.991,481.529,0.866317,258
39938.2,20631.8,124886,66405.4,44606.1,109818,197.249,314.348,0.871072,259
37736.7,21989.7,119944,45251.5,38562.2,94106.9,104.724,403.502,0.87656,260
35575.3,21476.8,117265,48217.4,35383.4,99957.9,116.457,192.197,0.880448,261
25955.1,13189,119914,42256.6,30712.5,101134,116.109,124.203,0.885467,262
59377.5,33937.2,124471,62941.5,47010.7,104807,135.975,514.422,0.889495,263
48855.7,26681,125852,61487.3,40645.2,107019,70.6601,415.515,0.891281,264
61522.8,35380.2,127032,72349.9,47757.8,112155,119.067,499.63,0.895247,265
44275.8,22809.1,127992,67857.1,50283.8,109158,152.311,520.082,0.896495,266
43349.3,25204,118474,46899.4,39087.8,95414.3,43.6812,244.012,0.898972,267
47084,25414,134833,88677.7,59255.2,118009,212.372,491.301,0.910419,268
30812.9,16437.9,117902,43013.3,31266.6,99791.2,118.893,300.532,0.91416,269
27931.3,15094.6,120391,58685.7,40267.8,107446,98.9062,424.453,0.921465,272
53304.6,28044.2,135434,78496.2,52150.9,117340,148.448,430.281,0.921803,273
26225.8,13247,119168,73419.3,53950.3,110304,247.13,576.625,0.931293,274
