sar,type,mean,sigma
8.070796877299818,uniform,45,36
8.071043869081747,peripheral,18,50
8.071360455484179,peripheral,50,12
8.071443802640639,uniform,20,27
8.072882787282401,bimodal,40,37
8.073128043280184,uniform,50,49
8.073808413769326,peripheral,37,47
8.074372540639892,peripheral,8,4
8.075610509667092,peripheral,35,11
8.076522127598738,peripheral,46,48
8.076698503757695,bimodal,15,50
8.078446538825103,bimodal,31,48
8.07897354957517,central,0,47
8.07904686561129,uniform,16,31
8.079446181492852,peripheral,22,37
8.079469241554506,peripheral,34,48
8.079877738668563,peripheral,45,28
8.081627579830517,peripheral,12,31
8.081845680825165,bimodal,32,48
8.082041881338116,peripheral,43,28
8.082287240455923,bimodal,23,30
8.082980535452666,uniform,17,48
8.0832189756341,uniform,17,1
8.08444829646394,bimodal,49,34
8.085891839249046,peripheral,46,46
8.086818007097085,peripheral,33,25
8.088071991609214,peripheral,34,39
8.088800905580031,peripheral,50,34
8.089505481810287,bimodal,45,20
8.089673621718456,bimodal,4,31
8.09181544327602,uniform,25,42
8.092036299750774,uniform,42,48
8.092912363757547,bimodal,42,45
8.093422528400815,uniform,12,49
8.09512336483122,uniform,43,22
8.095321925814613,bimodal,13,48
8.095837899214402,bimodal,44,43
8.096563013617498,bimodal,46,15
8.096851764714167,bimodal,1,34
8.09728695376673,uniform,42,37
8.098174745220568,peripheral,27,21
8.09825366410248,peripheral,34,49
8.098363954266697,uniform,5,5
8.09881067103244,central,0,26
8.099164045446306,bimodal,19,37
8.099643866682479,uniform,27,39
8.100075775653178,peripheral,40,36
8.100428538741491,bimodal,15,42
8.100438116178449,bimodal,28,37
8.100903818795933,uniform,37,30
8.101200501264433,bimodal,50,18
8.101784749556906,bimodal,43,6
8.102149430708398,peripheral,49,3
8.102548508342348,uniform,21,32
8.102864982414534,peripheral,49,10
8.103287472419481,bimodal,48,18
8.103470185605735,peripheral,36,49
8.103761375542412,peripheral,47,49
8.10395590432426,peripheral,32,31
8.104306682576006,uniform,27,48
8.10456377080882,uniform,34,38
8.105409157893405,bimodal,40,27
8.10700022981537,uniform,3,44
8.107138430552165,bimodal,36,40
8.10794002692622,uniform,8,6
8.108471924876966,peripheral,21,49
8.109737906860689,bimodal,38,27
8.109906552173342,uniform,10,49
8.110330156870727,peripheral,12,41
8.111657541496859,uniform,40,43
8.11288345935641,bimodal,30,11
8.113196983337744,peripheral,31,28
8.11354153033302,peripheral,18,47
8.113672750672087,peripheral,3,5
8.113860209509939,bimodal,36,12
8.113997711719147,uniform,2,28
8.114463519654823,peripheral,50,45
8.114478583981356,bimodal,12,34
8.114642094939189,peripheral,9,9
8.115296562608494,bimodal,48,2
8.116388724731724,uniform,40,23
8.118038336468123,peripheral,40,24
8.118141406179545,peripheral,47,5
8.11875669385972,peripheral,48,4
8.121340166482888,bimodal,31,8
8.121388798603798,bimodal,18,38
8.121564000227817,bimodal,31,28
8.121944228772687,peripheral,35,47
8.121969010668288,peripheral,44,47
8.12233006322508,peripheral,29,31
8.122936875326332,bimodal,41,21
8.12351986839456,uniform,8,38
8.123681611700405,peripheral,41,17
8.12395169568592,uniform,7,40
8.124082545369367,uniform,15,46
8.124588261595562,peripheral,40,2
8.125214084818282,peripheral,8,50
8.125595137188741,peripheral,5,3
8.125724158870351,bimodal,36,34
8.125782144857158,bimodal,3,10
8.126932296353942,uniform,12,2
8.12736163381237,peripheral,29,25
8.127631857156848,peripheral,1,38
8.127900410130255,peripheral,49,18
8.127924695447817,uniform,33,24
8.128922378884925,peripheral,6,5
8.129210095567005,bimodal,48,7
8.129335179902954,peripheral,36,13
8.130486206971936,peripheral,17,49
8.130707121300517,peripheral,20,33
8.131967646705702,uniform,29,49
8.132484475971829,uniform,23,47
8.133358251293783,peripheral,6,29
8.135135746585473,peripheral,36,5
8.135224425587868,uniform,49,38
8.135454851818508,peripheral,29,38
8.136014239748961,bimodal,25,28
8.136533918235484,bimodal,49,41
8.136610549874808,uniform,47,20
8.137279648360748,bimodal,48,21
8.137717901592344,peripheral,32,11
8.137868573803138,peripheral,5,6
8.138464412238324,bimodal,43,45
8.138787399143954,bimodal,28,34
8.139019891143137,bimodal,50,49
8.139091824970345,peripheral,15,50
8.139567134318556,bimodal,2,45
8.139807872182182,uniform,21,5
8.141834548647946,bimodal,31,2
8.142548339629498,bimodal,48,44
8.142862361777658,peripheral,37,16
8.142913360435118,peripheral,4,3
8.144304244259523,peripheral,47,35
8.144726923426639,uniform,50,43
8.145231339437036,peripheral,24,50
8.145458545301064,uniform,40,20
8.1455706760219,bimodal,27,50
8.145704546108187,bimodal,38,24
8.146937743268564,bimodal,36,21
8.147746837112233,uniform,17,3
8.14782872801812,bimodal,46,42
8.14942228804455,peripheral,46,9
8.149951213219513,uniform,46,6
8.150598077520405,bimodal,31,25
8.151100569335545,peripheral,10,29
8.15115413342035,bimodal,38,3
8.152469227792077,peripheral,4,9
8.152535650162287,peripheral,15,49
8.153154145653104,bimodal,35,3
8.15390282903838,peripheral,38,25
8.154321349364585,peripheral,26,50
8.154340460846361,peripheral,41,3
8.154368398557025,peripheral,21,48
8.155132133514911,peripheral,8,8
8.155343023759183,peripheral,44,34
8.156022013954383,bimodal,24,27
8.15602346588899,peripheral,45,49
8.156250311057585,uniform,22,41
8.156313168288136,peripheral,16,44
8.157010989502137,uniform,46,46
8.158416717366366,bimodal,37,40
8.160041740139132,bimodal,42,28
8.160998974086223,peripheral,45,36
8.161156775762944,uniform,49,28
8.161306200380286,bimodal,7,38
8.16132317674719,peripheral,22,41
8.162426490842442,bimodal,8,3
8.163696469349146,bimodal,30,35
8.164479622288578,peripheral,47,29
8.165148052676164,central,0,33
8.165203834419211,uniform,14,3
8.165233115675498,uniform,40,40
8.165252092075596,peripheral,50,42
8.1659746179644,central,0,31
8.166090505049212,peripheral,36,2
8.16648476952089,peripheral,35,13
8.167027599764422,peripheral,8,27
8.167369979231577,peripheral,46,18
8.168098908844668,peripheral,45,16
8.168213951816192,bimodal,49,6
8.168233704395274,uniform,44,14
8.169451694816887,uniform,2,10
8.169781505631716,peripheral,36,7
8.170071651051297,uniform,11,37
8.170622291955533,peripheral,16,42
8.170828327395673,bimodal,31,31
8.171278773369176,peripheral,1,6
8.171448749806398,bimodal,33,45
8.171663095409762,uniform,13,7
8.172289154774074,peripheral,2,47
8.173353714205344,uniform,8,10
8.174343217182741,bimodal,20,39
8.175157261552068,uniform,47,49
8.1752638841004,peripheral,43,3
8.175442690906413,bimodal,44,39
8.176309456958727,uniform,49,46
8.176702434001315,bimodal,28,16
8.176845917223648,bimodal,30,41
8.177039981454351,bimodal,49,12
8.1772414050448,peripheral,50,28
8.177560219927761,bimodal,39,29
8.17761760478625,peripheral,28,41
8.177621686467624,peripheral,30,5
8.177623877654646,bimodal,27,44
8.177707987032663,uniform,43,26
8.177747978015695,uniform,50,15
8.178009014021987,peripheral,49,47
8.180160471749522,bimodal,42,25
8.181422425004396,uniform,16,16
8.181773742402441,uniform,1,43
8.182131280971966,uniform,9,1
8.182383278296818,uniform,36,43
8.182939207030849,uniform,2,42
8.183441890098315,bimodal,49,44
8.184294437079508,peripheral,45,19
8.184492405911913,bimodal,50,2
8.184902042816779,peripheral,19,27
8.186326436009,peripheral,9,8
8.18693031057877,bimodal,41,18
8.187100910064725,peripheral,36,50
8.187121767390348,uniform,40,34
8.187138204898131,peripheral,39,3
8.187463316327921,bimodal,42,2
8.18810431738866,peripheral,50,41
8.188500854332851,bimodal,11,40
8.188697710856157,peripheral,19,39
8.189742899629831,peripheral,33,18
8.190345532410701,uniform,39,34
8.191350528362886,bimodal,19,49
8.191671896044724,peripheral,30,25
8.192384614746691,uniform,28,48
8.192626463588782,bimodal,35,46
8.19269809675001,peripheral,37,27
8.192976248354201,peripheral,22,46
8.194657228550545,peripheral,27,48
8.194734867503845,uniform,44,1
8.195084661050492,uniform,23,41
8.196294084398813,uniform,9,29
8.197527697769164,peripheral,40,9
8.198202562432673,bimodal,6,10
8.198966031897305,peripheral,40,11
8.198992224898962,bimodal,7,49
8.199648108875184,peripheral,3,38
8.199755908905816,uniform,16,35
8.200901367695689,bimodal,2,34
8.201189785270639,bimodal,34,9
8.2012430545926,peripheral,28,10
8.201632148714177,uniform,4,34
8.202081017474114,peripheral,33,9
8.202395108080305,uniform,28,45
8.202478328608384,uniform,39,41
8.20332537517055,bimodal,12,6
8.203797282616138,peripheral,31,33
8.203946397599887,bimodal,34,21
8.204951287195101,bimodal,29,43
8.205570614254594,peripheral,36,9
8.205917042560223,bimodal,21,45
8.206084731535542,uniform,49,14
8.206105707236752,uniform,40,45
8.20694894419257,bimodal,40,11
8.207213850049731,bimodal,31,24
8.207773613737645,bimodal,19,43
8.208935805482545,peripheral,1,17
8.209002273165611,uniform,4,42
8.209690813845999,bimodal,36,16
8.209792091803324,uniform,42,47
8.211166291075935,peripheral,37,28
8.211625225735384,bimodal,3,44
8.212711300587912,peripheral,38,29
8.212793752943956,bimodal,33,35
8.213066105439859,bimodal,4,49
8.213948445604565,uniform,49,29
8.215037357327011,uniform,32,39
8.219179164227002,bimodal,4,37
8.219703460457426,bimodal,43,40
8.22155631965231,bimodal,26,27
8.221794504721304,bimodal,20,19
8.22259570893849,peripheral,12,48
8.222677781995856,bimodal,46,22
8.22328453727157,bimodal,10,32
8.223370430198235,uniform,44,46
8.223523687931305,bimodal,32,47
8.223960792017465,uniform,24,23
8.225572705532684,uniform,3,49
8.225580692547732,peripheral,5,39
8.225872709028087,peripheral,3,11
8.227323136396537,uniform,14,36
8.227360991400538,bimodal,49,13
8.22882707728349,bimodal,29,28
8.229194043219872,peripheral,27,18
8.229754876969006,uniform,41,29
8.230048278988633,peripheral,8,3
8.231864623434234,bimodal,13,8
8.232976526698305,uniform,7,48
8.23350344811818,uniform,2,7
8.234443356710882,peripheral,31,46
8.235809692582954,bimodal,50,10
8.23782088966464,peripheral,39,40
8.238141483104979,bimodal,6,44
8.23934895062922,peripheral,46,36
8.239934088091811,bimodal,37,16
8.240014450213245,peripheral,27,36
8.240354260607488,peripheral,4,8
8.242200254072806,peripheral,38,44
8.242366891250922,bimodal,40,50
8.243103091184366,uniform,42,9
8.245702761172378,peripheral,19,43
8.246430818494627,bimodal,50,11
8.246899346241094,uniform,5,4
8.246965044667384,bimodal,1,6
8.247095607275796,peripheral,2,46
8.247383171738205,peripheral,1,34
8.249274918436125,uniform,15,30
8.249629624348263,peripheral,7,41
8.249996440682867,peripheral,10,6
8.25006006912659,bimodal,23,26
8.25065478212123,uniform,11,28
8.25086699877477,peripheral,45,32
8.252077524605038,bimodal,36,37
8.252421595590912,bimodal,37,8
8.25428085297154,uniform,50,21
8.255430913483943,uniform,40,47
8.255483210250707,peripheral,42,4
8.255637708800124,bimodal,38,16
8.256314523084203,uniform,12,36
8.256743053180381,bimodal,34,5
8.257383619599358,bimodal,14,2
8.257648831048316,uniform,15,6
8.257942253370308,peripheral,18,29
8.258655363498045,peripheral,3,30
8.26070160769522,uniform,44,47
8.26101101461368,peripheral,5,7
8.263011588905842,bimodal,1,13
8.263390852516103,uniform,39,24
8.263892025955226,bimodal,46,31
8.26457522265879,uniform,24,36
8.264603518395965,peripheral,18,35
8.264870610970357,peripheral,50,17
8.265549972302779,peripheral,50,10
8.266015924006453,uniform,13,47
8.270308033252638,bimodal,8,48
8.270316172749366,bimodal,39,11
8.271736924634322,uniform,16,46
8.27199694774955,peripheral,16,34
8.27262281323119,peripheral,5,38
8.272784465183395,peripheral,17,35
8.273109929129442,peripheral,36,28
8.273759792740611,uniform,49,39
8.27396420084737,bimodal,37,24
8.274534462791514,peripheral,47,10
8.275150149854966,uniform,15,44
8.27557793391278,bimodal,50,29
8.275759869786707,peripheral,44,26
8.276519929762209,uniform,20,40
8.27669920938648,bimodal,8,10
8.278823479028706,bimodal,40,34
8.280408952921926,uniform,41,33
8.280933541940374,bimodal,35,50
8.280990922841632,bimodal,10,5
8.281181033314816,bimodal,35,9
8.283169617518652,peripheral,42,32
8.283482065713846,uniform,34,43
8.283655224062828,uniform,48,15
8.284746638186263,uniform,6,47
8.285712637301312,bimodal,16,29
8.287299007077857,uniform,7,6
8.287360683470956,peripheral,12,36
8.287850000240045,peripheral,48,27
8.287988679600963,bimodal,29,22
8.288160917649396,uniform,39,16
8.289531929253144,bimodal,37,10
8.289674626038664,uniform,6,43
8.29183763081289,peripheral,46,8
8.292243337870183,bimodal,21,31
8.293326835908077,bimodal,48,29
8.293413071465746,uniform,4,10
8.293448570789817,uniform,32,46
8.29380539802754,bimodal,38,43
8.295993611199897,bimodal,39,35
8.296672848347965,bimodal,48,31
8.296960798819269,uniform,18,50
8.297028973989875,uniform,38,41
8.297267952752954,peripheral,37,35
8.297368826007796,peripheral,33,47
8.297390567285976,bimodal,50,44
8.29811639035111,peripheral,48,15
8.299052801190705,peripheral,35,34
8.299674049949553,bimodal,50,19
8.300091291898577,peripheral,26,34
8.301169667884466,uniform,2,40
8.30180055164537,peripheral,45,39
8.301836965710253,peripheral,39,42
8.302337852875745,bimodal,47,14
8.30258083530084,bimodal,27,45
8.302949965811363,peripheral,50,31
8.303428226961506,bimodal,2,40
8.303979707538586,uniform,2,48
8.304099277143804,peripheral,13,37
8.304468043452362,bimodal,49,33
8.306128495160886,peripheral,46,45
8.30724587339243,peripheral,1,26
8.307622724624952,peripheral,10,5
8.309138801817134,bimodal,11,49
8.310000396828048,uniform,9,3
8.31054661286091,bimodal,8,34
8.310775232170442,peripheral,26,33
8.311752611091196,uniform,5,7
8.312281643423518,bimodal,26,40
8.312427677448596,bimodal,12,32
8.312963901282814,uniform,2,45
8.313055810228512,peripheral,40,47
8.313403511096777,peripheral,26,18
8.313510758636916,peripheral,22,23
8.313634980711232,peripheral,47,46
8.31369788960429,bimodal,21,35
8.313728496193802,peripheral,26,17
8.314091383089877,uniform,40,38
8.314196247449946,uniform,23,32
8.314636075945401,peripheral,9,5
8.314729731278197,uniform,3,6
8.31473128310717,uniform,2,46
8.315081315479462,uniform,14,5
8.315987260828065,bimodal,32,35
8.31615740717063,uniform,21,22
8.317183073758361,peripheral,37,3
8.317472587602373,peripheral,18,27
8.318571623968708,bimodal,49,17
8.319135296214645,bimodal,36,42
8.320622174845392,bimodal,24,45
8.320817444329943,peripheral,8,38
8.321029230982088,peripheral,27,42
8.321045558354127,bimodal,49,3
8.322215111551582,uniform,48,22
8.322450602148301,peripheral,22,47
8.322850973985808,uniform,8,3
8.324711173854723,bimodal,33,41
8.326203810298432,uniform,48,48
8.326331387245077,peripheral,24,39
8.328167540172004,peripheral,13,41
8.331866734726173,uniform,20,22
8.334071907712664,bimodal,26,50
8.334219053245263,bimodal,49,50
8.335469920800113,uniform,4,6
8.335814259207508,peripheral,29,30
8.3371348946775,bimodal,48,20
8.338632679413598,peripheral,28,32
8.338739061020387,bimodal,42,24
8.339287579546564,bimodal,17,28
8.340625703939406,uniform,23,31
8.341494382893849,peripheral,7,6
8.341974715797589,uniform,2,30
8.342732180812781,uniform,41,45
8.34320848963877,bimodal,12,2
8.343427807505586,peripheral,17,39
8.344206549809929,uniform,24,29
8.345857893126803,peripheral,28,37
8.346204236926436,uniform,27,45
8.34629693084726,bimodal,8,5
8.346359875350842,bimodal,18,34
8.347141574111488,peripheral,2,32
8.347407488861712,bimodal,40,47
8.348190962150657,peripheral,48,7
8.34883311106493,uniform,28,36
8.348890394661867,peripheral,10,8
8.34994031443686,bimodal,46,9
8.35052174461197,peripheral,15,27
8.350581935354395,uniform,41,42
8.350767250914826,peripheral,38,31
8.350855289376325,peripheral,41,23
8.351243346634472,uniform,17,4
8.352082478062732,peripheral,19,25
8.352454185780662,peripheral,34,24
8.353858704045821,bimodal,2,49
8.355428323656831,peripheral,32,48
8.355632785273786,bimodal,29,37
8.356122897488124,uniform,30,41
8.3565732518651,bimodal,27,47
8.356742695229913,bimodal,42,15
8.356777700921613,bimodal,9,47
8.356962184805031,bimodal,50,14
8.357332708561021,uniform,49,8
8.357336725292067,peripheral,35,39
8.357952978348228,uniform,48,7
8.35879121834387,bimodal,29,42
8.360051929412379,peripheral,22,39
8.360095919685637,uniform,29,44
8.360537546563117,uniform,45,29
8.360979995663012,bimodal,23,36
8.361667722183395,uniform,25,40
8.363317167858394,uniform,6,7
8.363893877842012,bimodal,42,4
8.36462449948869,uniform,10,2
8.365248879763945,bimodal,22,45
8.366089048820905,peripheral,46,26
8.366267758172727,bimodal,43,8
8.366496424542458,bimodal,12,7
8.366678905183864,peripheral,31,19
8.369375049564455,uniform,41,22
8.369509054564963,peripheral,7,3
8.369862974176314,peripheral,45,18
8.370209262311983,bimodal,14,36
8.370396496893605,uniform,45,38
8.370885640603845,peripheral,43,11
8.372774087936145,uniform,42,26
8.373802131744224,peripheral,47,50
8.374246570800247,uniform,8,46
8.375105201868898,uniform,23,36
8.377050972991674,peripheral,35,45
8.377070319037895,peripheral,37,15
8.377284736026064,uniform,2,12
8.378184337985592,peripheral,30,48
8.378476073083844,uniform,41,40
8.379088302147311,peripheral,11,6
8.380613507383604,bimodal,47,37
8.382691483385544,uniform,19,31
8.383046413760752,bimodal,10,45
8.383713505256885,bimodal,13,6
8.384395912632947,peripheral,42,22
8.386509931873697,peripheral,37,7
8.386617781043892,peripheral,39,49
8.386976424855273,peripheral,29,40
8.387531878367012,peripheral,43,16
8.387563430828806,peripheral,28,7
8.387664790650517,bimodal,36,45
8.388100584853898,bimodal,28,39
8.388237864660892,bimodal,6,8
8.388593658617502,peripheral,45,2
8.390837511243296,bimodal,9,5
8.393099031637187,uniform,13,4
8.393152324747826,uniform,45,40
8.393184655948923,uniform,7,42
8.39351753898143,peripheral,32,46
8.394087907696658,bimodal,43,47
8.394800264178855,bimodal,35,33
8.395175582080242,bimodal,41,31
8.39550343760143,bimodal,11,44
8.395625037945612,uniform,35,48
8.396493133201883,peripheral,39,15
8.398978346582908,peripheral,6,28
8.399175942752132,peripheral,7,7
8.399356315123304,uniform,4,45
8.399430699588056,bimodal,3,29
8.399569569361923,peripheral,40,12
8.400002812670987,uniform,18,4
8.400721143417533,bimodal,32,38
8.401366791952903,bimodal,41,23
8.401589584930612,peripheral,49,43
8.401750488069753,uniform,16,47
8.40485680061176,bimodal,19,42
8.40493127044723,bimodal,38,39
8.40632085452293,uniform,42,49
8.40652024389277,peripheral,37,17
8.406996726598615,peripheral,21,17
8.407534938017978,peripheral,34,36
8.40859949456814,bimodal,48,1
8.409124638997259,uniform,19,5
8.410059292851768,uniform,1,5
8.411165007393585,bimodal,44,21
8.411301849759809,uniform,38,33
8.411602112951702,bimodal,28,47
8.412095482407256,bimodal,43,26
8.41444803550925,peripheral,50,47
8.415230157396307,uniform,25,44
8.41660058478926,uniform,27,40
8.418163162733068,bimodal,33,28
8.418690071430623,peripheral,7,39
8.419035297195402,uniform,15,3
8.419085092100065,peripheral,33,30
8.420566603030649,uniform,12,1
8.420983973428685,uniform,4,25
8.421741418588741,bimodal,39,22
8.422090750257311,bimodal,32,20
8.42367190482744,uniform,35,47
8.423953946101195,uniform,9,9
8.42396515126596,uniform,11,41
8.424174912446484,uniform,29,37
8.425150010393846,uniform,28,37
8.425234126916726,peripheral,1,25
8.425815420353963,bimodal,37,2
8.426388554343951,peripheral,4,4
8.427307996593857,peripheral,4,6
8.428269209242314,peripheral,23,37
8.42841800983805,peripheral,38,14
8.428761923072686,peripheral,4,36
8.429805986936355,peripheral,41,14
8.43009145568079,uniform,21,31
8.43146128763199,bimodal,50,6
8.431666678697278,peripheral,43,44
8.43192103712249,uniform,20,44
8.432479432637026,uniform,17,50
8.432816524404673,peripheral,45,10
8.432848389753607,uniform,19,43
8.43401288532507,peripheral,27,41
8.43424079722883,peripheral,36,38
8.434277491499897,uniform,34,49
8.434567598615372,bimodal,41,14
8.435056954153014,bimodal,6,41
8.435275601790805,peripheral,34,41
8.43536951118262,peripheral,33,42
8.436691428432445,uniform,49,48
8.437660291082612,peripheral,6,7
8.437741854427967,uniform,20,45
8.437889038023433,peripheral,15,32
8.438171119115458,uniform,32,33
8.440036689170265,uniform,8,9
8.440239109625196,bimodal,5,50
8.440401200338105,peripheral,24,35
8.440651350217484,peripheral,24,27
8.441241859081087,peripheral,25,28
8.44188465824285,bimodal,30,48
8.442560450802496,peripheral,48,32
8.443315133506504,uniform,5,13
8.445662274458492,bimodal,44,1
8.445826591294464,bimodal,39,50
8.446139655651244,uniform,8,8
8.446668619500356,uniform,11,3
8.446936244225592,bimodal,42,12
8.44694377141058,peripheral,50,8
8.448068315108115,uniform,18,1
8.449045251117816,peripheral,15,46
8.451113548418613,bimodal,41,42
8.45222321064557,bimodal,33,12
8.453980543220498,bimodal,44,45
8.455652428556787,peripheral,8,42
8.456278227662457,peripheral,23,26
8.457754513061651,peripheral,47,48
8.458506991133433,bimodal,44,13
8.45915678892364,bimodal,22,33
8.460254074375163,peripheral,22,16
8.461625156102619,peripheral,11,4
8.461842186607468,bimodal,38,41
8.462753006316813,bimodal,10,35
8.464746491305583,uniform,15,34
8.464940461220582,peripheral,50,32
8.46683774113158,uniform,30,29
8.466968379146104,uniform,5,40
8.470187218729402,bimodal,48,47
8.470560354953108,peripheral,36,36
8.471504924853617,bimodal,10,9
8.47212939329473,uniform,43,44
8.472487183981325,uniform,50,47
8.473449847680062,bimodal,50,43
8.474396342588744,bimodal,47,36
8.475137010354064,bimodal,50,5
8.477000726282828,bimodal,48,27
8.477253593721564,peripheral,38,13
8.477608037169817,uniform,21,50
8.477655677344352,peripheral,6,4
8.477665350316668,uniform,47,45
8.477915023877973,bimodal,42,39
8.478759061517264,peripheral,33,3
8.479594534270312,peripheral,47,14
8.479971092328123,uniform,26,33
8.481390938965436,peripheral,20,44
8.48219377165924,peripheral,27,40
8.48271661329829,uniform,46,44
8.482989172528876,bimodal,7,42
8.483124829520108,uniform,19,47
8.483847740051276,peripheral,10,4
8.484601593910735,bimodal,40,19
8.485015186006033,peripheral,17,34
8.485272952271286,bimodal,38,7
8.485672733669803,peripheral,46,22
8.486804365096045,bimodal,49,19
8.486954158204735,bimodal,41,34
8.48721308570372,peripheral,4,35
8.48769074846494,bimodal,32,11
8.489646698057443,bimodal,40,44
8.489787503552428,peripheral,47,40
8.490169611492185,bimodal,42,14
8.490690034785327,uniform,35,41
8.490958884767641,uniform,1,7
8.492882568670606,central,0,24
8.493159507870027,uniform,15,2
8.493192383471056,bimodal,45,19
8.495110575968775,peripheral,45,44
8.496177930820144,bimodal,25,24
8.496497004398634,peripheral,37,32
8.496728620546687,uniform,23,42
8.49775397063191,uniform,8,43
8.499482845363504,peripheral,50,5
8.49999353039825,peripheral,1,8
8.50113112288965,bimodal,21,41
8.501766728379204,peripheral,1,5
8.502137362779349,bimodal,32,26
8.5028172621398,peripheral,41,38
8.502833730014379,peripheral,24,34
8.503193768270357,peripheral,25,49
8.5032584791315,bimodal,4,40
8.506644708453004,bimodal,46,43
8.507562524611815,bimodal,27,39
8.507855172230224,bimodal,35,8
8.508225633918789,bimodal,7,9
8.508740323835582,peripheral,6,8
8.510555894180005,peripheral,43,30
8.511362595586021,bimodal,35,43
8.511374002467004,bimodal,16,38
8.512218773759438,bimodal,37,9
8.514612858801504,peripheral,34,8
8.514914723984749,bimodal,39,6
8.516851242055404,bimodal,18,37
8.517128956241976,uniform,12,26
8.517691322132432,peripheral,38,6
8.517740212971198,uniform,43,25
8.518152006657928,peripheral,38,49
8.521279632818716,peripheral,30,22
8.521798797855132,bimodal,38,14
8.521875724992299,peripheral,37,49
8.523055565266151,peripheral,6,47
8.5241384571093,peripheral,7,34
8.525022380170064,uniform,27,38
8.52553669320894,bimodal,25,42
8.525730977947887,bimodal,39,9
8.526697023977228,bimodal,50,7
8.52713650705046,uniform,3,8
8.527336593303406,peripheral,33,24
8.528731273595529,bimodal,6,39
8.528768471749604,bimodal,50,48
8.529814562034435,bimodal,2,43
8.530046049561985,uniform,23,35
8.53154921020831,bimodal,6,5
8.53209361434049,uniform,6,45
8.533851882274702,bimodal,12,48
8.533872940652536,peripheral,45,33
8.533895156737847,peripheral,37,34
8.53563880000831,peripheral,49,28
8.536001405082525,bimodal,8,32
8.537551240976974,uniform,24,40
8.538242281591119,peripheral,17,48
8.538678649596674,uniform,13,5
8.540834547212508,peripheral,32,35
8.540852924123042,bimodal,35,11
8.54092535925684,bimodal,3,36
8.542031809440955,peripheral,48,19
8.542157129856331,peripheral,9,6
8.543338510085338,peripheral,49,6
8.543812633928868,uniform,3,47
8.543859119545324,bimodal,9,45
8.544779821997606,peripheral,5,45
8.545348150053604,peripheral,9,34
8.546507137267941,peripheral,24,43
8.547288508732231,bimodal,43,2
8.547363802468482,bimodal,41,33
8.547544522978404,bimodal,8,2
8.549190028337998,uniform,46,41
8.550245875314182,uniform,48,4
8.550763330498485,bimodal,33,49
8.551340827512574,peripheral,46,30
8.551596719935498,uniform,49,45
8.551601268875245,bimodal,11,34
8.551653664597406,uniform,48,6
8.55215081045531,uniform,10,5
8.553713062905521,peripheral,20,49
8.554365534820732,peripheral,9,20
8.555080165296092,uniform,10,37
8.555174079905202,uniform,27,34
8.556047216856157,bimodal,42,3
8.556517757893136,uniform,3,27
8.556894569099832,peripheral,7,22
8.55698888686807,bimodal,45,44
8.557541508761348,peripheral,14,34
8.557677633954262,peripheral,18,36
8.557888622820542,uniform,14,43
8.558418067915131,bimodal,45,12
8.559783908243755,bimodal,49,11
8.559881978408148,bimodal,33,34
8.561036216493132,uniform,16,5
8.561305926360738,uniform,20,47
8.562093669428403,bimodal,38,35
8.563274747836317,bimodal,49,37
8.567234301001744,peripheral,25,46
8.567318167423334,bimodal,9,50
8.570461693279164,uniform,20,36
8.571320553916978,uniform,41,47
8.571836237340536,peripheral,46,5
8.572621184982818,peripheral,18,34
8.572801822858851,bimodal,39,47
8.57315539004527,bimodal,33,44
8.573822415699924,peripheral,44,19
8.57524596193824,bimodal,37,50
8.57614411400445,uniform,49,44
8.576977141109358,bimodal,39,20
8.577370159815402,bimodal,11,45
8.5774737891335,bimodal,8,43
8.579251827341716,peripheral,39,11
8.579445772198257,bimodal,40,4
8.581734781951639,uniform,26,50
8.58409500475166,bimodal,45,13
8.58425715935025,bimodal,45,27
8.584408891303307,bimodal,47,40
8.584603311896757,peripheral,32,29
8.585494280443534,bimodal,37,5
8.587538592703929,uniform,33,49
8.587905355622386,bimodal,47,12
8.588062623137368,uniform,41,34
8.588207305753107,bimodal,14,47
8.588335793283452,bimodal,1,48
8.589482244133734,uniform,32,25
8.589521303637985,bimodal,35,17
8.589651432372168,peripheral,16,40
8.590255979710612,uniform,35,44
8.592522279299025,bimodal,35,10
8.59288991270607,peripheral,1,47
8.593161745925006,bimodal,46,37
8.593473067449919,bimodal,22,31
8.593912460918443,peripheral,38,2
8.595321407772714,peripheral,37,5
8.598546605519585,peripheral,21,46
8.599424684017217,peripheral,1,16
8.599968156858534,bimodal,49,5
8.600543314023017,peripheral,39,8
8.601678329468987,uniform,44,4
8.602297729137979,peripheral,50,33
8.602340447868752,peripheral,15,22
8.602379642834022,uniform,26,38
8.603154908975569,peripheral,25,36
8.603951995663621,bimodal,40,43
8.605438995844834,uniform,30,47
8.60703861640683,uniform,11,1
8.609544489245133,bimodal,47,13
8.611486592632238,uniform,41,46
8.611489431832444,uniform,24,28
8.61291476417504,bimodal,1,40
8.61362565321086,uniform,33,19
8.6150763926582,uniform,29,18
8.615291701319983,uniform,6,33
8.616396009428327,peripheral,42,46
8.617504666722995,bimodal,5,6
8.617638595506843,peripheral,45,27
8.619903648876566,bimodal,46,40
8.61993115648883,uniform,23,28
8.620049692622823,bimodal,36,35
8.621017831681538,uniform,11,33
8.62105627325981,bimodal,23,42
8.621993269706978,peripheral,50,19
8.622123045660677,bimodal,10,3
8.622713761767185,bimodal,49,47
